1732981,Martin McDonagh
1732981,Martin McDonagh
531,Frances McDormand
437,Woody Harrelson
5377,Sam Rockwell
965,Danny Boyle
920543,Irvine Welsh
388076,John Hodge
191,Ewan McGregor
1971,Ewen Bremner
1538,Jonny Lee Miller
142,Clint Eastwood
1010405,Nick Schenk
3164738,Dave Johannson
142,Clint Eastwood
3057402,Bee Vang
1542291,Christopher Carley
640334,Gavin O'Connor
640334,Gavin O'Connor
3294574,Anthony Tambakis
233561,Cliff Dorfman
362766,Tom Hardy
560,Nick Nolte
249291,Joel Edgerton
1054,Joel Coen
1053,Ethan Coen
1053,Ethan Coen
1054,Joel Coen
513,William H. Macy
531,Frances McDormand
114,Steve Buscemi
594503,Hayao Miyazaki
594503,Hayao Miyazaki
847054,Hitoshi Takagi
383022,Noriko Hidaka
757076,Chika Sakamoto
898288,Denis Villeneuve
3360706,Aaron Guzikowski
413168,Hugh Jackman
350453,Jake Gyllenhaal
205626,Viola Davis
142,Clint Eastwood
353673,Paul Haggis
101801,F.X. Toole
5476,Hilary Swank
142,Clint Eastwood
151,Morgan Freeman
122,Charles Chaplin
122,Charles Chaplin
122,Charles Chaplin
841501,Mack Swain
615306,Tom Murray
631,Ridley Scott
266684,Hampton Fancher
672459,David Webb Peoples
1140,Philip K. Dick
148,Harrison Ford
442,Rutger Hauer
707,Sean Young
229,Steven Spielberg
622288,Jeff Nathanson
7646,Frank Abagnale Jr.
1127221,Stan Redding
138,Leonardo DiCaprio
158,Tom Hanks
686,Christopher Walken
1415,Elia Kazan
775977,Budd Schulberg
425711,Malcolm Johnson
802563,Robert Siodmak
8,Marlon Brando
1500,Karl Malden
2011,Lee J. Cobb
715346,Carol Reed
1294,Graham Greene
80,Orson Welles
466099,Alexander Korda
80,Orson Welles
1072,Joseph Cotten
885098,Alida Valli
6498,Majid Majidi
6498,Majid Majidi
619870,Mohammad Amir Naji
268488,Amir Farrokh Hashemian
781245,Bahare Seddiqi
943758,William Wyler
908753,Lew Wallace
876562,Karl Tunberg
683,Gore Vidal
32,Charlton Heston
370144,Jack Hawkins
963,Stephen Boyd
2588606,Steve McQueen
725983,John Ridley
1185849,Solomon Northup
252230,Chiwetel Ejiofor
931324,Michael Kenneth Williams
1055413,Michael Fassbender
115669,Clyde Bruckman
36,Buster Keaton
36,Buster Keaton
115669,Clyde Bruckman
90213,Al Boasberg
36,Buster Keaton
533045,Marion Mack
147070,Glen Cavender
5,Ingmar Bergman
5,Ingmar Bergman
803705,Victor Sjöström
761,Bibi Andersson
862026,Ingrid Thulin
399,David Fincher
5058839,Gillian Flynn
255,Ben Affleck
683253,Rosamund Pike
439,Neil Patrick Harris
500,Richard Linklater
500,Richard Linklater
471811,Kim Krizan
160,Ethan Hawke
365,Julie Delpy
