804503,Mad Men,8.7,2007,47,1,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper."
1190634,The Boys,8.7,2019,60,1,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.
10233448,Vinland Saga,8.8,2019,24,1,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.
5788792,The Marvelous Mrs. Maisel,8.7,2017,57,1,"After her husband leaves her, young mother of two Miriam ""Midge"" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?"
4786824,The Crown,8.7,2016,58,1,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.
92455,Star Trek: The Next Generation,8.7,1987,44,1,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before."
86661,The Adventures of Sherlock Holmes,8.7,1984,60,1,"Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem."
758745,Friday Night Lights,8.7,2006,44,1,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor."
387764,Peep Show,8.7,2003,25,1,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope wi... Read all
13991232,1883,8.8,2021,60,1,Follows the Dutton family as they embark on a journey west.
1628033,Top Gear,8.7,2002,60,1,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all."
1518542,Sarabhai V/S Sarabhai,9.0,2004,30,1,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Bombay, whose daughter-in-law is from a middle class Delhi backgro... Read all"
11280740,Severance,8.7,2022,55,1,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journe... Read all"
5712554,The Grand Tour,8.7,2016,60,1,"Follow Jeremy, Richard, and James, as they embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world."
318871,Berserk,8.7,1997,23,1,"Guts is a skilled swordsman who joins forces with a mercenary group named 'The Band of the Hawk', lead by the charismatic Griffith, and fights with them as they battle their way into the roy... Read all"
459159,The Thick of It,8.7,2005,29,1,"Set in the corridors of power and spin, the Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants."
10638036,Heartstopper,8.8,2022,30,1,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.
6025022,Justice League Unlimited,8.7,2004,23,1,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics univers... Read all
2303687,Line of Duty,8.7,2012,60,1,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
348914,Deadwood,8.6,2004,55,1,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime."
773262,Dexter,8.7,2006,53,1,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in th... Read all"
106179,The X-Files,8.6,1993,45,1,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts."
4299972,The Jinx: The Life and Deaths of Robert Durst,8.6,2015,279,2,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes."
1266020,Parks and Recreation,8.6,2009,22,1,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.
10530900,Gullak,9.1,2019,24,1,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family."
12004706,Panchayat,8.9,2020,35,1,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Prad... Read all"
111958,Father Ted,8.7,1995,25,1,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be."
88484,Blackadder II,8.6,1986,176,1,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her."
988824,Naruto: Shippûden,8.7,2007,24,1,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of... Read all"
1733785,The Bridge,8.6,2011,60,1,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find ... Read all"
5555260,This Is Us,8.7,2016,45,1,"A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents."
9335498,Demon Slayer: Kimetsu no Yaiba,8.7,2019,24,1,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his famil... Read all"
14392248,Aspirants,9.3,2021,45,1,It is the story of the journey of three UPSC (public service competitive exams in India) aspirants and their friendship against all odds.
3322312,Daredevil,8.6,2015,54,1,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil."
1486217,Archer,8.6,2009,22,1,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.
994314,Code Geass,8.7,2006,24,1,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire"
4288182,Atlanta,8.6,2016,30,1,"Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race,... Read all"
9140342,It's a Sin,8.7,2021,239,2,"A chronicle of four friends during a decade in which everything changed, including the rise of AIDS."
94517,Mystery Science Theater 3000,8.7,1988,92,1,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambo... Read all"
1795096,Behzat Ç.: Bir Ankara Polisiyesi,8.8,2010,90,1,"Centered around a personally troubled, officially discredited police chief and his inharmonious police team in Ankara Police Force. Even though the show usually focuses on murders and other ... Read all"
3398540,Haikyuu!!,8.8,2014,24,1,"Determined to be like the volleyball championship's star player nicknamed ""the small giant"", Shoyo joins his school's volleyball club."
92324,Чёрная гадюка 3,8.6,1987,180,1,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time."
1641384,Young Justice,8.7,2010,23,1,Teenage superheroes strive to prove themselves as members of the Justice League.
96639,Lonesome Dove,8.7,1989,384,2,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.
90509,The Return of Sherlock Holmes,8.7,1986,60,1,"Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans."
2049116,Gomorrah,8.7,2014,55,1,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.
5290382,Mindhunter,8.6,2017,60,1,"Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases."
380136,QI,8.6,2003,30,1,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer s... Read all"
158417,Mahabharat,8.9,1988,45,1,"When a dynastic struggle between the collateral branches of the Kuru clan, the Kauravas and Pandavas lead them to the threshold of war, Lord Krishna decides to step in and take control of th... Read all"
5189670,Making a Murderer,8.6,2015,60,1,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime."
1305826,Adventure Time,8.6,2010,11,1,"A 12-year-old boy and his best friend, wise 28-year-old dog with magical powers, go on a series of surreal adventures with each other in a remote future."
4236770,Yellowstone,8.7,2018,60,1,A ranching family in Montana faces off against others encroaching on their land.
