6,5491994
5,903747
7,903747
21,903747
6,795176
7,185906
11,185906
22,185906
7,7366338
11,7366338
21,7366338
5,306414
7,306414
21,306414
6,6769208
2,417299
0,417299
1,417299
6,2395695
5,141842
7,141842
6,81846
6,9253866
0,944947
1,944947
7,944947
2,2861424
1,2861424
4,2861424
6,71075
11,71075
22,71075
2,1355642
0,1355642
1,1355642
6,8420184
3,8420184
11,8420184
6,1533395
5,1475582
7,1475582
15,1475582
7,52520
9,52520
12,52520
6,1877514
11,1877514
22,1877514
2,103359
0,103359
1,103359
3,12392504
5,12392504
7,12392504
2,11126994
0,11126994
1,11126994
6,296310
1,303461
7,303461
17,303461
4,386676
2,2560140
0,2560140
1,2560140
6,1806234
6,2092588
2,877057
5,877057
7,877057
5,2356777
7,2356777
15,2356777
6,9735318
3,9735318
13,9735318
4,81912
6,98769
11,98769
22,98769
4,98904
2,2098220
0,2098220
1,2098220
5,7920978
7,7920978
15,7920978
6,10541088
4,10541088
25,10541088
5,2802850
7,2802850
21,2802850
7,92337
2,213338
0,213338
1,213338
4,108778
16,108778
3,7137906
5,7137906
7,7137906
2,1865718
0,1865718
1,1865718
4,3530232
11,3530232
26,3530232
6,2297757
4,2297757
6,2571774
4,63929
4,4742876
7,4742876
6,1508238
11,1508238
22,1508238
4,472954
5,3032476
7,3032476
7,81834
22,81834
4,4934214
27,4934214
4,264235
7,112130
16,112130
4,72500
4,193676
7,193676
7,200276
1,1831164
4,1831164
7,1831164
4,96548
22,96548
5,98936
7,98936
15,98936
7,2085059
15,2085059
17,2085059
3,2707408
5,2707408
7,2707408
4,353049
13,353049
2,3398228
4,3398228
7,3398228
2,214341
0,214341
1,214341
2,121220
0,121220
1,121220
7,7660850
5,2442560
7,2442560
3,74006
7,74006
11,74006
2,121955
4,121955
0,384766
7,384766
11,384766
5,118421
7,118421
21,118421
4,10986410
7,10986410
19,10986410
4,248654
7,248654
2,3718778
18,3718778
1,3718778
2,388629
0,388629
1,388629
0,8111088
1,8111088
9,8111088
4,367279
5,5753856
7,5753856
15,5753856
4,9432978
7,9432978
2,4508902
0,4508902
4,4508902
2,1910272
4,1910272
7,1910272
2,96697
4,96697
7,412142
15,412142
4,13675832
5,286486
7,286486
21,286486
7,4574334
9,4574334
12,4574334
0,407362
1,407362
7,407362
7,1606375
16,1606375
4,5687612
7,5687612
2,6741278
0,6741278
1,6741278
7,1856010
7,804503
0,1190634
5,1190634
7,1190634
2,10233448
0,10233448
1,10233448
4,5788792
7,5788792
3,4786824
7,4786824
11,4786824
0,92455
1,92455
17,92455
5,86661
7,86661
15,86661
7,758745
19,758745
4,387764
7,13991232
23,13991232
1,1628033
4,1628033
25,1628033
4,1518542
7,11280740
15,11280740
17,11280740
4,5712554
19,5712554
24,5712554
2,318871
0,318871
1,318871
4,459159
7,10638036
16,10638036
5,2303687
7,2303687
15,2303687
2,6025022
0,6025022
1,6025022
5,348914
