41003,5491994,1
1769336,5491994,1
118096,5491994,1
319213,903747,0
186505,903747,1
666739,903747,1
348152,903747,1
244,795176,1
41003,795176,1
238419,795176,1
342241,185906,1
507073,185906,1
515296,185906,1
563301,7366338,0
2976580,7366338,1
364813,7366338,1
1745,7366338,1
800108,306414,0
922035,306414,1
714698,306414,1
812308,306414,1
41003,6769208,1
238311,6769208,1
3495675,6769208,1
227204,417299,0
1665983,417299,0
48389,417299,1
878940,417299,1
926165,417299,1
1183205,2395695,1
256194,2395695,1
267660,2395695,1
153740,141842,0
1254,141842,1
966,141842,1
4908,141842,1
238668,81846,0
755981,81846,0
1581663,81846,0
755981,81846,1
361570,81846,1
153068,81846,1
41003,9253866,1
1125275,944947,0
1888967,944947,0
3592338,944947,1
227759,944947,1
3229685,944947,1
1363595,2861424,0
1551598,2861424,0
1551598,2861424,1
663177,2861424,1
334561,2861424,1
59,71075,1
817553,71075,1
249075,71075,1
2086079,1355642,0
931060,1355642,1
443509,1355642,1
586003,1355642,1
3044,8420184,1
413944,8420184,1
685011,8420184,1
1856,1533395,1
41003,1533395,1
1080418,1533395,1
309693,1475582,0
595590,1475582,0
1212722,1475582,1
293509,1475582,1
835939,1475582,1
785245,52520,0
785245,52520,1
566389,52520,1
1031805,52520,1
1075,1877514,1
9313512,1877514,1
9313542,1877514,1
4170,103359,0
705779,103359,0
863622,103359,0
175834,103359,1
504489,103359,1
956544,103359,1
2363939,12392504,1
3916302,12392504,1
2493744,12392504,1
2794962,11126994,1
1204760,11126994,1
1032853,11126994,1
41003,296310,1
112,296310,1
1167521,296310,1
923736,303461,0
277213,303461,1
868659,303461,1
876138,303461,1
199948,386676,0
315041,386676,0
580351,386676,0
136797,386676,1
278979,386676,1
1024677,386676,1
2171329,2560140,1
2569233,2560140,1
3426369,2560140,1
457,1806234,1
3734430,1806234,1
41003,2092588,1
285,2092588,1
1769336,2092588,1
1465001,877057,1
841448,877057,1
1925154,877057,1
4446305,2356777,0
681,2356777,1
268199,2356777,1
1046097,2356777,1
1397313,9735318,1
6168,9735318,1
5200,9735318,1
838153,81912,0
419248,81912,1
528525,81912,1
516181,81912,1
567184,98769,1
1832,98769,1
364915,98769,1
202970,98904,0
632,98904,0
632,98904,1
506,98904,1
724245,98904,1
1210942,2098220,0
299401,2098220,1
4751364,2098220,1
2583829,2098220,1
82211,7920978,1
1754048,7920978,1
6034003,7920978,1
165087,10541088,1
1258687,10541088,1
1258687,10541088,1
1279638,2802850,0
671,2802850,1
293509,2802850,1
2798112,2802850,1
54007,92337,1
525557,92337,1
523821,92337,1
946695,213338,0
945290,213338,1
411167,213338,1
370677,213338,1
186331,108778,0
442035,108778,0
98,108778,1
1073,108778,1
1435,108778,1
1148550,7137906,0
1004018,7137906,1
4144312,7137906,1
5376232,7137906,1
3229215,1865718,0
728762,1865718,1
3229215,1865718,1
1102891,1865718,1
1056659,3530232,1
443286,3530232,1
2175486,3530232,1
2358709,2297757,0
464523,2297757,0
2358709,2297757,1
5739144,2297757,1
6637563,2297757,1
41003,2571774,1
2486927,2571774,1
1003753,2571774,1
1037,63929,0
1385,63929,0
1402,63929,0
1037,63929,1
92,63929,1
416,63929,1
2837311,4742876,0
3832707,4742876,1
2837311,4742876,1
6845062,4742876,1
440913,1508238,1
640,1508238,1
381523,1508238,1
568390,472954,0
1097351,472954,0
206359,472954,1
1097351,472954,1
568390,472954,1
319213,3032476,0
332467,3032476,0
644022,3032476,1
781533,3032476,1
52186,3032476,1
1638,81834,1
344963,81834,1
921044,81834,1
1829595,4934214,1
2640385,4934214,1
996942,4934214,1
202970,264235,0
202970,264235,1
385644,264235,1
307531,264235,1
147,112130,1
383,112130,1
363117,112130,1
92,72500,1
768795,72500,1
755133,72500,1
82450,193676,0
4802,193676,1
197855,193676,1
290556,193676,1
815070,200276,0
640,200276,1
507,200276,1
5049,200276,1
1778124,1831164,1
1763577,1831164,1
1488529,1831164,1
100,96548,1
733153,96548,1
410,96548,1
4111,98936,0
186,98936,0
1492,98936,1
648920,98936,1
749,98936,1
111765,2085059,0
487406,2085059,1
4789912,2085059,1
3948190,2085059,1
76166,2707408,0
104333,2707408,0
1215164,2707408,0
50959,2707408,1
609944,2707408,1
2933542,2707408,1
107366,353049,0
152638,353049,0
152638,353049,1
712603,353049,1
997901,353049,1
4369688,3398228,0
4715,3398228,1
781238,3398228,1
1555340,3398228,1
364629,214341,1
754526,214341,1
573926,214341,1
945881,121220,1
1035500,121220,1
637586,121220,1
1104036,7660850,0
1002609,7660850,1
4051,7660850,1
1085,7660850,1
1140275,2442560,0
614165,2442560,1
2167957,2442560,1
2570706,2442560,1
1394,74006,1
457,74006,1
680795,74006,1
5295,121955,0
1778,121955,0
333536,121955,0
5295,121955,1
1778,121955,1
5002,121955,1
375285,384766,0
531973,384766,0
587518,384766,0
571727,384766,1
829032,384766,1
908116,384766,1
284956,118421,0
1368,118421,1
799777,118421,1
855564,118421,1
402360,10986410,0
1918708,10986410,0
492639,10986410,0
837177,10986410,1
2073429,10986410,1
402360,10986410,1
50332,248654,0
470244,248654,1
355910,248654,1
175814,248654,1
1872617,3718778,0
3239034,3718778,0
704,3718778,1
5242354,3718778,1
1491,3718778,1
1520917,388629,0
849028,388629,1
65292,388629,1
5719834,388629,1
269463,8111088,0
50959,8111088,1
1835,8111088,1
2064,8111088,1
403804,367279,0
867,367279,1
148418,367279,1
5577,367279,1
2171633,5753856,0
1296729,5753856,0
